name,Strikes Landed,Strikes Attempted,Takedowns Landed,Takedowns Attempted,Significant strikes per Minute,Significant strikes Absorbed per minute,Takedown Average,Submission Average,Significant Strike Defense,Takedown Defense,Knockdown Average,Average Fight Time,Standing Position Strikes,Clinch Position Strikes,Ground Position Strikes,Wins by KO,Wins by Submission,Wins by Decision,Strikes to Head,Strikes To Body,Strikes To Leg,wins,losses,draws,Win percentage,Striking Accuracy,Takedown Accuracy,Total Fights
Bojan Velickovic,195,560,4.0,16,2.18,2.31,0.67,0.5,0.58,0.55,0.17,14.93,0.85,0.1,0.05,0.27,0.2,0.53,93.0,29.0,73.0,15,6,1,0.6818181818181818,0.3482142857142857,0.25,22
Bobby Voelker,191,551,0.0,8,3.79,6.69,1.19,0.0,0.42,0.67,0.0,12.6,0.63,0.29,0.08,0.79,0.21,0.0,123.0,36.0,32.0,24,12,0,0.6666666666666666,0.3466424682395644,0.0,36
James Vick,472,1185,2.0,6,4.13,3.31,0.26,0.66,0.61,0.58,0.52,8.17,0.89,0.07,0.04,0.23,0.38,0.38,288.0,116.0,68.0,13,5,0,0.7222222222222222,0.3983122362869198,0.3333333333333333,18
Polyana Viana,185,452,2.0,9,3.35,2.79,0.82,2.45,0.55,0.5,0.0,7.88,0.79,0.1,0.11,0.33,0.0,0.67,88.0,59.0,38.0,12,5,0,0.7058823529411765,0.4092920353982301,0.2222222222222222,17
Marcos Vinicius,59,120,0.0,0,1.93,2.91,0.0,0.49,0.47,0.25,0.0,10.18,0.59,0.24,0.17,0.35,0.0,0.65,34.0,13.0,12.0,20,6,1,0.7407407407407407,0.4916666666666666,0.0,27
Cheyanne Vlismas,268,517,1.0,3,5.83,2.93,0.33,0.0,0.63,0.73,0.33,11.5,0.8,0.14,0.06,0.33,0.67,0.0,201.0,53.0,14.0,7,2,0,0.7777777777777778,0.5183752417794971,0.3333333333333333,9
Johnny Walker,226,384,0.0,1,3.45,2.78,0.23,0.69,0.42,0.63,0.69,7.28,0.59,0.11,0.3,0.83,0.06,0.11,148.0,26.0,52.0,18,7,0,0.72,0.5885416666666666,0.0,25
Donny Walker,32,86,0.0,0,1.81,3.85,0.0,1.7,0.47,0.57,0.0,8.83,0.84,0.06,0.09,0.0,0.0,0.0,15.0,4.0,13.0,14,8,0,0.6363636363636364,0.3720930232558139,0.0,22
Ike Villanueva,92,239,1.0,2,3.66,7.24,0.6,0.0,0.36,1.0,0.6,4.18,0.85,0.12,0.03,0.83,0.17,0.0,72.0,18.0,2.0,18,14,0,0.5625,0.3849372384937238,0.5,32
Alexander Volkov,997,1747,5.0,10,4.88,3.04,0.51,0.15,0.54,0.72,0.22,13.62,0.81,0.14,0.05,0.66,0.26,0.09,599.0,231.0,167.0,35,10,0,0.7777777777777778,0.5706926159129937,0.5,45
Gian Villante,1029,2323,5.0,30,4.38,5.47,0.45,0.0,0.55,0.83,0.32,10.87,0.86,0.07,0.07,0.59,0.29,0.12,665.0,141.0,223.0,17,14,0,0.5483870967741935,0.4429616874730951,0.1666666666666666,31
Rodolfo Vieira,167,308,3.0,43,3.62,5.09,3.9,0.97,0.5,1.0,0.0,9.23,0.86,0.04,0.1,0.13,0.0,0.88,136.0,9.0,22.0,8,2,0,0.8,0.5422077922077922,0.0697674418604651,10
Neil Wain,4,8,0.0,0,2.64,8.57,0.0,0.0,0.43,0.5,0.0,1.52,0.75,0.25,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5,1,0,0.8333333333333334,0.5,0.0,6
Curt Warburton,68,161,0.0,10,2.13,3.44,2.35,0.94,0.43,0.83,0.0,10.65,0.63,0.26,0.1,0.0,0.0,0.0,25.0,21.0,22.0,7,3,0,0.7,0.422360248447205,0.0,10
Jimmy Wallhead,79,295,0.0,2,3.19,6.65,0.0,0.0,0.5,1.0,0.6,12.4,0.95,0.03,0.03,0.45,0.28,0.28,55.0,12.0,12.0,29,11,0,0.725,0.2677966101694915,0.0,40
Crafton Wallace,5,27,0.0,0,0.54,3.8,0.0,0.0,0.48,0.43,0.0,4.62,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,13,2,1,0.8125,0.1851851851851851,0.0,16
Michelle Waterson-Gomez,717,1478,10.0,57,3.6,4.09,1.43,0.75,0.5,0.68,0.0,14.25,0.7,0.19,0.11,0.17,0.33,0.5,339.0,205.0,173.0,18,10,0,0.6428571428571429,0.4851150202976996,0.175438596491228,28
Brok Weaver,176,272,0.0,10,4.78,4.35,0.41,0.41,0.46,0.67,0.0,9.2,0.49,0.49,0.02,0.14,0.64,0.21,74.0,64.0,38.0,15,6,0,0.7142857142857143,0.6470588235294118,0.0,21
Walel Watson,68,232,0.0,1,2.1,3.79,0.0,1.39,0.44,0.62,0.93,8.12,0.84,0.04,0.12,0.0,0.0,0.0,37.0,13.0,18.0,9,5,0,0.6428571428571429,0.293103448275862,0.0,14
Vernon White,58,119,0.0,6,3.04,3.93,0.79,0.0,0.54,0.44,0.0,9.55,0.33,0.36,0.31,0.0,0.0,0.0,31.0,13.0,14.0,11,9,1,0.5238095238095238,0.4873949579831932,0.0,21
Chris Weidman,498,1148,36.0,91,3.03,3.14,3.92,0.91,0.52,0.65,0.27,9.67,0.63,0.1,0.27,0.4,0.33,0.27,375.0,76.0,47.0,15,6,0,0.7142857142857143,0.4337979094076655,0.3956043956043956,21
Sheldon Westcott,63,155,6.0,16,2.26,3.73,3.23,0.0,0.37,0.14,0.0,9.3,0.16,0.32,0.52,0.4,0.2,0.4,48.0,13.0,2.0,10,3,1,0.7142857142857143,0.4064516129032258,0.375,14
Robert Whittaker,1153,2745,4.0,39,4.45,3.32,0.81,0.0,0.61,0.84,0.58,14.38,0.85,0.08,0.07,0.42,0.38,0.21,806.0,137.0,210.0,24,6,0,0.8,0.4200364298724954,0.1025641025641025,30
Fabricio Werdum,1204,2298,12.0,122,3.59,2.64,1.75,1.16,0.56,0.32,0.31,10.47,0.71,0.17,0.12,0.26,0.26,0.48,807.0,201.0,196.0,24,8,1,0.7272727272727273,0.5239338555265448,0.0983606557377049,33
Jeremiah Wells,43,87,1.0,8,3.68,1.62,1.28,1.28,0.32,1.0,2.56,3.9,0.4,0.02,0.58,0.45,0.18,0.36,38.0,5.0,0.0,11,2,0,0.8461538461538461,0.4942528735632184,0.125,13
Mark Weir,25,39,0.0,0,1.8,3.38,0.0,3.23,0.38,0.25,2.16,4.63,0.2,0.04,0.76,0.0,0.0,0.0,23.0,2.0,0.0,17,2,0,0.8947368421052632,0.6410256410256411,0.0,19
Christian Wellisch,115,412,0.0,7,3.12,3.04,1.22,1.22,0.56,0.45,0.41,7.38,0.72,0.21,0.07,0.0,0.0,0.0,89.0,8.0,18.0,9,4,0,0.6923076923076923,0.279126213592233,0.0,13
Adam Wieczorek,62,160,0.0,3,1.68,1.87,0.41,0.41,0.49,0.59,0.0,12.33,0.69,0.19,0.11,0.3,0.1,0.6,28.0,21.0,13.0,10,2,0,0.8333333333333334,0.3875,0.0,12
Jordan Williams,314,628,0.0,8,5.83,5.46,1.11,0.0,0.36,0.85,0.28,8.98,0.73,0.06,0.21,0.78,0.11,0.11,256.0,40.0,18.0,9,6,0,0.6,0.5,0.0,15
Emily Whitmire,79,252,1.0,6,2.5,2.98,1.9,0.48,0.54,0.7,0.0,5.27,0.76,0.08,0.16,0.0,0.75,0.25,50.0,13.0,16.0,4,5,0,0.4444444444444444,0.3134920634920635,0.1666666666666666,9
Garett Whiteley,126,261,0.0,2,3.72,4.04,0.0,0.89,0.46,0.28,0.0,11.3,0.58,0.22,0.2,0.5,0.13,0.38,60.0,44.0,22.0,8,3,0,0.7272727272727273,0.4827586206896552,0.0,11
Alex White,431,1026,5.0,25,3.76,3.07,0.92,0.52,0.61,0.71,0.52,11.47,0.67,0.27,0.06,0.38,0.23,0.38,265.0,138.0,28.0,13,6,0,0.6842105263157895,0.4200779727095516,0.2,19
Khaos Williams,285,769,0.0,2,5.0,4.12,0.0,0.0,0.49,0.75,1.05,9.5,0.87,0.07,0.06,0.54,0.38,0.08,124.0,53.0,108.0,13,3,0,0.8125,0.3706111833550065,0.0,16
Patrick Williams,114,221,5.0,12,4.12,4.12,2.71,0.54,0.52,1.0,0.54,6.93,0.76,0.23,0.01,0.5,0.13,0.38,43.0,28.0,43.0,8,7,0,0.5333333333333333,0.5158371040723982,0.4166666666666667,15
Tim Williams,51,131,2.0,5,3.07,3.55,1.81,0.0,0.49,1.0,0.0,8.3,0.9,0.06,0.04,0.13,0.27,0.6,33.0,5.0,13.0,15,5,0,0.75,0.3893129770992366,0.4,20
Jason Witt,69,145,14.0,29,2.26,2.63,6.89,0.98,0.5,1.0,0.49,6.1,0.62,0.09,0.29,0.16,0.42,0.42,51.0,12.0,6.0,19,8,0,0.7037037037037037,0.4758620689655172,0.4827586206896552,27
Pete Williams,10,16,0.0,5,0.61,2.77,1.84,0.92,0.4,0.17,0.0,5.42,0.2,0.0,0.8,0.0,0.0,0.0,7.0,2.0,1.0,8,5,0,0.6153846153846154,0.625,0.0,13
Keith Wisniewski,133,255,6.0,15,2.32,4.86,1.57,0.26,0.43,0.79,0.0,11.47,0.44,0.46,0.11,0.21,0.25,0.54,82.0,48.0,3.0,28,14,1,0.6511627906976745,0.5215686274509804,0.4,43
Travis Wiuff,3,5,0.0,5,0.31,5.23,3.14,1.57,0.41,0.44,0.0,4.78,0.33,0.33,0.33,0.0,0.0,0.0,2.0,1.0,0.0,22,3,0,0.88,0.6,0.0,25
Andre Winner,169,505,0.0,3,2.52,4.57,0.0,0.0,0.52,0.74,0.45,11.17,0.54,0.44,0.02,0.0,0.0,0.0,82.0,50.0,37.0,12,6,1,0.631578947368421,0.3346534653465347,0.0,19
Sean Woodson,311,696,0.0,0,5.75,3.76,0.0,0.56,0.6,0.82,0.83,10.82,0.94,0.06,0.0,0.25,0.63,0.13,236.0,38.0,37.0,9,1,0,0.9,0.4468390804597701,0.0,10
Eric Wisely,45,95,0.0,1,1.42,2.08,0.0,0.95,0.57,0.27,0.0,10.57,0.93,0.07,0.0,0.0,0.0,0.0,19.0,14.0,12.0,19,8,0,0.7037037037037037,0.4736842105263157,0.0,27
Chris Wilson,133,261,0.0,10,2.32,1.36,1.31,1.57,0.56,0.6,0.79,14.32,0.53,0.2,0.28,0.0,0.0,0.0,65.0,52.0,16.0,13,6,0,0.6842105263157895,0.5095785440613027,0.0,19
Justin Wren,17,159,0.0,1,1.13,4.13,0.0,0.0,0.64,1.0,0.0,15.0,0.71,0.29,0.0,0.0,0.0,0.0,5.0,9.0,3.0,10,2,0,0.8333333333333334,0.1069182389937107,0.0,12
Matt Wiman,557,1112,24.0,66,3.17,3.57,2.13,1.54,0.51,0.56,0.09,9.77,0.44,0.25,0.31,0.25,0.44,0.31,386.0,69.0,102.0,16,10,0,0.6153846153846154,0.5008992805755396,0.3636363636363636,26
Eddie Wineland,753,2590,2.0,15,3.4,3.76,0.34,0.14,0.68,0.86,0.88,9.63,0.87,0.05,0.08,0.63,0.21,0.17,558.0,140.0,55.0,24,16,1,0.5853658536585366,0.2907335907335907,0.1333333333333333,41
Khama Worthy,93,192,0.0,0,4.18,4.45,0.0,0.67,0.46,0.57,0.67,4.45,0.92,0.01,0.06,0.56,0.25,0.19,37.0,22.0,34.0,16,9,0,0.64,0.484375,0.0,25
Tyron Woodley,730,1499,5.0,55,2.36,2.76,1.06,0.39,0.55,0.88,0.58,12.57,0.48,0.3,0.22,0.37,0.37,0.26,386.0,263.0,81.0,19,7,1,0.7037037037037037,0.4869913275517011,0.0909090909090909,27
Norifumi Yamamoto,154,341,2.0,9,2.09,2.01,0.41,0.0,0.57,0.45,0.41,10.53,0.79,0.15,0.06,0.0,0.0,0.0,83.0,35.0,36.0,18,6,0,0.75,0.4516129032258064,0.2222222222222222,24
Song Yadong,492,1160,1.0,7,4.92,3.78,0.45,0.3,0.6,0.61,0.75,10.0,0.87,0.07,0.07,0.42,0.42,0.16,323.0,101.0,68.0,19,6,1,0.7307692307692307,0.4241379310344828,0.1428571428571428,26
Eddie Yagin,94,310,0.0,0,3.13,5.77,0.0,1.0,0.42,0.63,1.0,12.47,0.87,0.01,0.12,0.0,0.0,0.0,78.0,3.0,13.0,16,5,1,0.7272727272727273,0.3032258064516129,0.0,22
Rani Yahya,418,1099,34.0,152,1.58,1.76,2.9,1.93,0.51,0.24,0.0,10.17,0.73,0.07,0.2,0.0,0.51,0.49,224.0,82.0,112.0,28,10,1,0.717948717948718,0.3803457688808007,0.2236842105263158,39
Jamie Yager,29,74,0.0,1,3.08,2.55,0.0,0.0,0.63,0.67,0.0,9.42,0.83,0.14,0.03,0.0,0.0,0.0,17.0,1.0,11.0,2,2,0,0.5,0.3918918918918919,0.0,4
Adrian Yanez,264,653,0.0,0,6.62,5.49,0.0,0.0,0.6,1.0,2.26,6.65,0.95,0.01,0.04,0.63,0.25,0.13,189.0,37.0,38.0,16,3,0,0.8421052631578947,0.4042879019908116,0.0,19
Wu Yanan,283,704,1.0,10,4.42,5.05,0.7,0.23,0.5,0.69,0.0,12.8,0.79,0.18,0.03,0.5,0.08,0.42,151.0,84.0,48.0,12,5,0,0.7058823529411765,0.4019886363636363,0.1,17
Ashley Yoder,462,1171,4.0,40,3.08,3.76,1.2,0.6,0.48,0.7,0.1,15.0,0.71,0.08,0.2,0.0,0.5,0.5,305.0,104.0,53.0,8,8,0,0.5,0.3945345858240819,0.1,16
Hu Yaozong,125,257,0.0,1,3.35,5.09,0.0,0.4,0.35,0.33,0.0,12.43,0.79,0.19,0.02,0.67,0.0,0.33,56.0,30.0,39.0,3,3,0,0.5,0.4863813229571984,0.0,6
Sodiq Yusuff,425,875,0.0,8,5.22,3.63,0.18,0.37,0.58,0.68,0.55,11.63,0.8,0.12,0.08,0.5,0.5,0.0,247.0,74.0,104.0,12,2,0,0.8571428571428571,0.4857142857142857,0.0,14
Jianping Yang,21,78,0.0,4,1.4,2.07,1.0,0.0,0.66,0.33,0.0,15.0,1.0,0.0,0.0,0.33,0.0,0.67,4.0,0.0,17.0,7,4,1,0.5833333333333334,0.2692307692307692,0.0,12
Adam Yandiev,1,12,0.0,0,0.18,6.14,0.0,0.0,0.36,0.25,0.0,5.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,1,0,0.9,0.0833333333333333,0.0,10
Aiemann Zahabi,181,415,0.0,6,3.01,3.38,0.25,0.0,0.73,0.75,0.5,12.02,0.92,0.06,0.03,0.63,0.13,0.25,117.0,30.0,34.0,9,2,0,0.8181818181818182,0.436144578313253,0.0,11
Luke Zachrich,92,283,0.0,3,4.56,4.46,0.74,0.0,0.63,0.8,0.0,6.73,0.97,0.03,0.0,0.36,0.21,0.43,70.0,8.0,14.0,14,4,0,0.7777777777777778,0.3250883392226148,0.0,18
Zhang Weili,538,1126,1.0,38,5.78,4.26,2.09,0.32,0.52,0.6,0.32,11.65,0.72,0.08,0.2,0.5,0.18,0.32,297.0,72.0,169.0,22,3,0,0.88,0.477797513321492,0.0263157894736842,25
Gilbert Yvel,36,81,0.0,1,1.9,8.51,0.0,1.59,0.5,0.26,0.0,6.3,0.22,0.14,0.64,0.0,0.0,0.0,33.0,2.0,1.0,36,16,1,0.6792452830188679,0.4444444444444444,0.0,53
Besam Yousef,71,133,0.0,3,3.14,3.98,1.33,0.0,0.39,0.5,0.0,11.3,0.34,0.63,0.03,0.0,0.0,0.0,44.0,23.0,4.0,6,2,0,0.75,0.5338345864661654,0.0,8
Shanna Young,141,273,0.0,2,3.67,5.15,0.0,0.78,0.44,0.6,0.0,9.62,0.72,0.16,0.11,0.33,0.44,0.22,96.0,35.0,10.0,9,5,0,0.6428571428571429,0.5164835164835165,0.0,14
Jason Young,135,364,0.0,9,2.97,3.2,1.98,0.0,0.5,0.55,0.0,11.35,0.65,0.17,0.18,0.0,0.0,0.0,67.0,25.0,43.0,9,6,0,0.6,0.3708791208791209,0.0,15
Youssef Zalal,226,448,6.0,47,2.51,1.74,2.33,1.17,0.65,0.57,0.17,15.0,0.85,0.09,0.06,0.2,0.3,0.5,138.0,45.0,43.0,10,5,0,0.6666666666666666,0.5044642857142857,0.1276595744680851,15
Shane Young,292,716,2.0,13,5.22,5.01,0.8,0.0,0.56,0.56,0.27,11.18,0.91,0.09,0.0,0.46,0.23,0.31,171.0,77.0,44.0,13,6,0,0.6842105263157895,0.4078212290502793,0.1538461538461538,19
Tiequan Zhang,66,181,2.0,12,1.23,2.14,1.95,3.35,0.52,0.75,0.0,8.97,0.89,0.09,0.02,0.0,0.0,0.0,53.0,4.0,9.0,18,4,0,0.8181818181818182,0.3646408839779005,0.1666666666666666,22
Zach Zane,13,23,0.0,1,0.87,6.67,0.0,0.0,0.2,0.26,0.0,15.0,0.54,0.46,0.0,0.0,0.0,0.0,5.0,6.0,2.0,12,7,0,0.631578947368421,0.5652173913043478,0.0,19
Roger Zapata,28,54,0.0,1,2.6,2.13,0.0,1.39,0.36,0.82,0.0,10.78,0.43,0.43,0.14,0.75,0.25,0.0,22.0,6.0,0.0,4,3,0,0.5714285714285714,0.5185185185185185,0.0,7
David Zawada,238,578,2.0,12,3.84,4.54,0.97,1.69,0.56,0.57,0.24,12.38,0.8,0.18,0.03,0.65,0.12,0.24,136.0,77.0,25.0,17,7,0,0.7083333333333334,0.4117647058823529,0.1666666666666666,24
Allan Zuniga,59,112,0.0,0,3.93,1.8,0.0,1.0,0.62,0.58,0.0,15.0,0.75,0.24,0.02,0.23,0.46,0.31,33.0,18.0,8.0,13,2,0,0.8666666666666667,0.5267857142857143,0.0,15
Cat Zingano,181,295,13.0,20,2.57,1.63,2.77,0.85,0.47,0.43,0.0,10.07,0.36,0.24,0.39,0.5,0.2,0.3,107.0,46.0,28.0,10,4,0,0.7142857142857143,0.6135593220338983,0.65,14
Farès Ziam,97,242,0.0,9,2.06,1.65,0.32,0.0,0.65,0.69,0.0,11.8,0.84,0.1,0.06,0.42,0.25,0.33,64.0,13.0,20.0,12,4,0,0.75,0.4008264462809917,0.0,16
James Zikic,29,66,0.0,1,1.93,3.2,0.0,1.0,0.44,0.74,0.0,15.0,0.28,0.38,0.34,0.0,0.0,0.0,20.0,8.0,1.0,16,3,0,0.8421052631578947,0.4393939393939394,0.0,19
Zhalgas Zhumagulov,203,466,3.0,27,3.98,4.7,1.47,0.29,0.56,0.5,0.0,10.22,0.94,0.05,0.0,0.5,0.43,0.07,74.0,75.0,54.0,14,7,0,0.6666666666666666,0.4356223175965665,0.1111111111111111,21
Jordan Wright,93,140,0.0,5,7.37,7.61,2.38,0.0,0.37,1.0,2.38,2.1,0.44,0.42,0.14,0.58,0.0,0.42,47.0,37.0,9.0,12,3,0,0.8,0.6642857142857143,0.0,15
Craig White,24,59,0.0,2,1.23,3.28,0.0,0.77,0.4,0.5,0.77,9.77,0.54,0.08,0.38,0.36,0.0,0.64,17.0,4.0,3.0,14,9,0,0.6086956521739131,0.4067796610169492,0.0,23
Justin Willis,211,356,4.0,6,3.37,2.57,0.96,0.0,0.58,0.36,0.48,12.52,0.8,0.07,0.14,0.5,0.13,0.38,176.0,19.0,16.0,8,2,0,0.8,0.5926966292134831,0.6666666666666666,10
Jonathan Wilson,117,243,1.0,1,2.92,5.65,0.37,0.0,0.56,0.8,0.75,10.0,0.81,0.12,0.07,0.86,0.14,0.0,87.0,21.0,9.0,7,3,0,0.7,0.4814814814814814,1.0,10
Terrion Ware,241,741,0.0,9,4.02,6.07,0.5,0.0,0.5,0.45,0.0,15.0,0.87,0.07,0.06,0.35,0.47,0.18,165.0,47.0,29.0,17,8,0,0.68,0.3252361673414305,0.0,25
CJ Vergara,174,312,0.0,0,5.67,5.31,0.0,0.0,0.53,0.8,0.98,10.23,0.67,0.17,0.16,0.6,0.4,0.0,84.0,72.0,18.0,10,3,1,0.7142857142857143,0.5576923076923077,0.0,14
Alexander Volkanovski,1372,2406,16.0,63,6.79,3.53,1.71,0.22,0.6,0.73,0.37,16.83,0.75,0.09,0.16,0.5,0.38,0.13,866.0,140.0,366.0,25,1,0,0.9615384615384616,0.5702410640066501,0.2539682539682539,26
Jalin Turner,341,717,0.0,5,6.48,4.31,1.14,1.99,0.44,0.78,1.43,5.85,0.71,0.09,0.21,0.69,0.0,0.31,239.0,90.0,12.0,14,5,0,0.7368421052631579,0.4755927475592748,0.0,19
Ben Wall,5,17,0.0,1,1.47,8.53,0.0,0.0,0.29,1.0,0.0,1.7,0.4,0.6,0.0,0.0,0.71,0.29,3.0,2.0,0.0,7,2,1,0.7,0.2941176470588235,0.0,10
Kelly Velasco,34,97,0.0,5,2.27,5.67,0.0,0.0,0.48,1.0,0.0,15.0,0.91,0.09,0.0,0.5,0.5,0.0,24.0,7.0,3.0,2,2,0,0.5,0.3505154639175257,0.0,4
Paige VanZant,315,605,8.0,24,3.35,2.62,1.27,0.96,0.43,0.34,0.16,10.47,0.35,0.33,0.32,0.25,0.38,0.38,197.0,79.0,39.0,8,5,0,0.6153846153846154,0.5206611570247934,0.3333333333333333,13
Ilia Topuria,82,169,5.0,13,2.87,2.28,3.15,2.63,0.65,1.0,1.05,7.13,0.72,0.04,0.24,0.33,0.08,0.58,47.0,29.0,6.0,12,0,0,1.0,0.4852071005917159,0.3846153846153846,12
Lando Vannata,633,1419,6.0,26,4.64,4.71,1.21,0.33,0.54,0.69,0.55,11.37,0.87,0.08,0.05,0.33,0.25,0.42,322.0,162.0,149.0,12,6,2,0.6,0.4460887949260042,0.2307692307692307,20
Oli Thompson,55,119,0.0,5,1.66,5.31,0.0,0.45,0.47,0.5,0.0,11.05,0.8,0.2,0.0,0.0,0.0,0.0,21.0,19.0,15.0,9,4,0,0.6923076923076923,0.4621848739495798,0.0,13
Danielle Taylor,206,699,1.0,5,2.75,3.31,0.2,0.2,0.72,0.7,0.0,15.0,0.95,0.05,0.0,0.33,0.56,0.11,130.0,32.0,44.0,9,4,0,0.6923076923076923,0.2947067238912732,0.2,13
Miguel Angel Torres,486,1128,0.0,5,3.98,1.86,0.0,1.6,0.74,0.18,0.49,10.18,0.62,0.31,0.06,0.0,0.0,0.0,268.0,153.0,65.0,39,5,0,0.8863636363636364,0.4308510638297872,0.0,44
Sean Strickland,1162,2839,11.0,26,5.54,4.01,1.14,0.29,0.65,0.85,0.29,13.12,0.88,0.05,0.07,0.4,0.44,0.16,976.0,115.0,71.0,25,4,0,0.8620689655172413,0.4092990489609017,0.4230769230769231,29
Nordine Taleb,453,886,16.0,21,3.66,2.62,1.94,0.0,0.67,0.74,0.24,10.32,0.78,0.07,0.14,0.47,0.53,0.0,220.0,106.0,127.0,15,7,0,0.6818181818181818,0.5112866817155757,0.7619047619047619,22
Tim Sylvia,585,1401,0.0,1,4.25,2.62,0.11,0.11,0.61,0.75,0.55,10.58,0.68,0.23,0.09,0.0,0.0,0.0,422.0,75.0,88.0,26,4,0,0.8666666666666667,0.4175588865096359,0.0,30
Bentley Syler,15,79,0.0,0,1.3,1.73,0.0,0.0,0.8,0.75,0.0,11.57,0.93,0.07,0.0,0.4,0.2,0.4,8.0,1.0,6.0,5,1,0,0.8333333333333334,0.189873417721519,0.0,6
Mark Striegl,11,24,0.0,3,1.4,4.07,0.0,0.0,0.41,0.67,0.0,3.93,0.91,0.0,0.09,0.0,0.22,0.78,5.0,1.0,5.0,18,4,0,0.8181818181818182,0.4583333333333333,0.0,22
Niklas Stolze,48,99,1.0,1,2.12,2.25,0.66,0.66,0.49,0.56,0.0,7.55,0.83,0.1,0.06,0.33,0.25,0.42,20.0,10.0,18.0,0,3,0,0.0,0.4848484848484848,1.0,3
Dustin Stoltzfus,176,420,4.0,20,2.97,3.17,1.77,0.51,0.47,0.46,0.0,11.85,0.8,0.1,0.1,0.15,0.46,0.38,100.0,30.0,46.0,14,4,0,0.7777777777777778,0.419047619047619,0.2,18
Joshua Stansbury,101,185,0.0,5,3.22,3.54,0.0,0.96,0.55,0.88,0.0,10.45,0.63,0.22,0.15,0.13,0.25,0.63,69.0,17.0,15.0,8,5,0,0.6153846153846154,0.5459459459459459,0.0,13
Brian Stann,426,1002,0.0,8,3.28,2.65,0.12,0.35,0.59,0.61,1.04,7.65,0.53,0.26,0.21,0.0,0.0,0.0,237.0,84.0,105.0,12,6,0,0.6666666666666666,0.4251497005988024,0.0,18
Eric Spicely,170,376,4.0,20,3.71,5.72,1.31,0.98,0.56,0.75,0.0,6.55,0.64,0.22,0.14,0.33,0.17,0.5,143.0,21.0,6.0,12,6,0,0.6666666666666666,0.4521276595744681,0.2,18
Kevin Souza,155,348,0.0,0,4.65,2.91,0.0,0.0,0.58,0.5,0.9,8.33,0.82,0.08,0.1,0.74,0.21,0.05,119.0,35.0,1.0,19,4,0,0.8260869565217391,0.4454022988505747,0.0,23
Livinha Souza,114,253,1.0,24,1.75,3.6,2.54,1.38,0.57,0.4,0.0,10.83,0.69,0.18,0.13,0.14,0.29,0.57,51.0,28.0,35.0,14,4,0,0.7777777777777778,0.4505928853754941,0.0416666666666666,18
Dmitry Sosnovskiy,28,40,2.0,3,2.95,2.53,3.16,3.16,0.35,1.0,0.0,9.48,0.36,0.18,0.46,0.6,0.2,0.2,22.0,5.0,1.0,10,0,0,1.0,0.7,0.6666666666666666,10
Claudio Silva,235,559,7.0,67,2.48,3.0,2.85,1.11,0.46,0.44,0.0,11.83,0.71,0.05,0.24,0.14,0.21,0.64,129.0,50.0,56.0,14,4,0,0.7777777777777778,0.4203935599284436,0.1044776119402985,18
Valentina Shevchenko,775,1469,12.0,64,3.19,1.9,2.53,0.37,0.63,0.71,0.06,17.33,0.66,0.1,0.23,0.14,0.74,0.12,486.0,112.0,177.0,23,3,0,0.8846153846153846,0.527569775357386,0.1875,26
Punahele Soriano,231,483,0.0,7,3.95,3.42,1.02,0.0,0.52,0.32,1.28,9.77,0.73,0.06,0.2,0.67,0.11,0.22,156.0,67.0,8.0,9,2,0,0.8181818181818182,0.4782608695652174,0.0,11
Leslie Smith,477,1183,0.0,5,7.56,8.41,0.0,0.0,0.51,0.63,0.48,9.02,0.74,0.24,0.01,0.5,0.5,0.0,345.0,73.0,59.0,10,7,1,0.5555555555555556,0.4032121724429416,0.0,18
Matt Schnell,385,963,1.0,9,4.34,4.44,0.68,1.18,0.57,0.5,0.17,8.07,0.84,0.09,0.07,0.13,0.31,0.56,265.0,55.0,65.0,16,6,0,0.7272727272727273,0.3997923156801661,0.1111111111111111,22
Chase Sherman,849,1796,0.0,0,6.51,6.51,0.0,0.0,0.53,0.67,0.35,10.03,0.91,0.07,0.02,0.94,0.06,0.0,480.0,173.0,196.0,16,10,0,0.6153846153846154,0.4727171492204899,0.0,26
Stefan Sekulic,55,110,1.0,12,1.83,2.83,2.0,0.5,0.65,0.25,0.0,15.0,0.91,0.05,0.04,0.25,0.25,0.5,20.0,8.0,27.0,12,4,0,0.75,0.5,0.0833333333333333,16
Semmy Schilt,16,27,0.0,0,1.48,8.6,0.0,0.0,0.54,0.47,2.77,5.42,0.75,0.13,0.13,0.0,0.0,0.0,5.0,8.0,3.0,26,9,1,0.7222222222222222,0.5925925925925926,0.0,36
Ben Saunders,486,968,2.0,5,3.23,3.58,0.2,1.3,0.51,0.67,0.3,7.92,0.59,0.33,0.08,0.5,0.23,0.27,247.0,188.0,51.0,22,13,2,0.5945945945945946,0.5020661157024794,0.4,37
Ronda Rousey,130,247,8.0,19,4.17,4.14,6.26,4.82,0.44,0.5,0.96,2.6,0.38,0.39,0.23,0.25,0.0,0.75,92.0,24.0,14.0,12,2,0,0.8571428571428571,0.5263157894736842,0.4210526315789473,14
Roldan Sangcha-an,63,135,0.0,5,2.71,2.15,1.94,0.0,0.52,0.69,0.0,11.62,0.71,0.22,0.06,0.5,0.0,0.5,30.0,12.0,21.0,4,2,0,0.6666666666666666,0.4666666666666667,0.0,6
